time,Vmax,count_rhs,errorSrel,errorPSIrel,errorSabs,errorPSIabs,maxPSI,minPSI,maxS,minS,fmax,ratio_addition
4639544082.5685339,9.29910387085764872e-10,3,0,0,0,0,0,0,0,0,0,0
4640615810.0059557,9.29914929871765072e-10,3,0,0,0,0,0,0,0,0,0,0
4641660771.35027218,9.29919485734684978e-10,3,0,0,0,0,0,0,0,0,0,0
4642679638.2735548,9.29924054304181563e-10,3,0,0,0,0,0,0,0,0,0,0
4643673065.46857643,9.29928635210321664e-10,3,0,0,0,0,0,0,0,0,0,0
4644641691.08314228,9.29933228083812256e-10,3,0,0,0,0,0,0,0,0,0,0
4645586137.14311028,9.29937832555778348e-10,3,0,0,0,0,0,0,0,0,0,0
4646507009.96527004,9.29942448258071938e-10,3,0,0,0,0,0,0,0,0,0,0
4647404900.5547533,9.29947074823257019e-10,3,0,0,0,0,0,0,0,0,0,0
4648280384.9970293,9.29951711884686406e-10,3,0,0,0,0,0,0,0,0,0,0
4649134024.83962154,9.29956359076582383e-10,3,0,0,0,0,0,0,0,0,0,0
4649966367.46383858,9.29961016034002996e-10,3,0,0,0,0,0,0,0,0,0,0
4650777946.44142818,9.2996568239318368e-10,3,0,0,0,0,0,0,0,0,0,0
4651569281.88988876,9.29970357791577584e-10,3,0,0,0,0,0,0,0,0,0,0
4652340880.81427097,9.29975041867596454e-10,3,0,0,0,0,0,0,0,0,0,0
4653093237.44235516,9.29979734261111184e-10,3,0,0,0,0,0,0,0,0,0,0
4653826833.54758549,9.29984434613489969e-10,3,0,0,0,0,0,0,0,0,0,0
4654542138.76523876,9.29989142567321404e-10,3,0,0,0,0,0,0,0,0,0,0
4655239610.90411854,9.29993857767168254e-10,3,0,0,0,0,0,0,0,0,0,0
4655919696.24415398,9.29998579858995149e-10,3,0,0,0,0,0,0,0,0,0,0
4656582829.83381367,9.30003308490783179e-10,3,0,0,0,0,0,0,0,0,0,0
4657229435.768466,9.30008043312204294e-10,3,0,0,0,0,0,0,0,0,0,0
4657859927.47263908,9.30012783975218425e-10,3,0,0,0,0,0,0,0,0,0,0
4658474707.97462559,9.30017530133666926e-10,3,0,0,0,0,0,0,0,0,0,0
4659074170.16209507,9.30022281443734967e-10,3,0,0,0,0,0,0,0,0,0,0
4659658697.04568577,9.30027037563880811e-10,3,0,0,0,0,0,0,0,0,0,0
4660228662.00555801,9.3003179815506246e-10,3,0,0,0,0,0,0,0,0,0,0
4660784429.03932476,9.30036562880847464e-10,3,0,0,0,0,0,0,0,0,0,0
4661326352.99636078,9.30041331407158357e-10,3,0,0,0,0,0,0,0,0,0,0
4661854779.81042194,9.3004610340298951e-10,3,0,0,0,0,0,0,0,0,0,0
4662370046.728158,9.30050878540182246e-10,3,0,0,0,0,0,0,0,0,0,0
4662872482.52535915,9.30055656493291347e-10,3,0,0,0,0,0,0,0,0,0,0
